x,y
20.549120549120552, 0.3085411555870224
29.915151279629274, 0.31058414771812026
39.760555313895296, 0.3080206581761389
60.156644731491625, 0.306014275954675
80.1884167928891, 0.3074070442559689
88.11343135513482, 0.32062401750144687
96.66458734967495, 0.2604540392827514
102.25436334252743, 0.43603357415225774
107.12826281833546, 1.0634295335642836
106.90658306382562, 1.8762133001573271
107.07982078157268, 2.570878376786643
107.07593466459726, 3.400164856014817
106.83501985310845, 4.074496709246644
103.58928118506526, 4.515158850397902
99.59718808885594, 4.70021279112041
90.40984541625477, 4.706622111876063
82.61815643954941, 4.716925015901435
78.99644206438111, 4.625517831254421
77.86917484966196, 4.498691553871004
79.56942434937024, 4.351176499239469
81.82821151059294, 4.271276963198446
88.04090272542061, 4.324514735647801
101.31926339019346, 3.800442088534859
103.99026002216432, 3.084755760967215
101.13611485210973, 2.303689705866436
96.12270622098282, 1.6582084510952093
89.25175811659219, 1.0746082898842682
75.56010035713783, 0.547970760461043
66.19713697053108, 0.9461616260657463
61.505249526898865, 1.4273933171315913
55.56349887641727, 1.9305710572878234
50.37255091378436, 2.1121442710584977
45.68497730440474, 2.4775557377915502
41.82314244983381, 2.9041761878960637
37.56195408381707, 3.3108490124556464
33.38032113135375, 3.7130343375484602
29.525158666306652, 4.104802551615197
25.240568054981956, 4.607778937268442
23.631324571361603, 4.715339050740061
22.4612978494192, 4.718528888083824
17.205654593491087, 4.694344660333258
10.55179133800413, 4.721259907755762
8.54772814607596, 4.6681781253561505
6.992865859124227, 4.553641635463351
4.22934786985492, 4.289042120815249
2.6512666449997315, 3.888081436993072
2.6558737710995226, 3.349101990751382
2.774681410203416, 2.736356362133766
2.756943363694539, 2.2291622761304026
3.8340149008145024, 1.6208496300489046
5.989813851941754, 1.1961810452352044
9.557910811293521, 0.8308531446002293
13.322055039759071, 0.5362181836009252
