-3.022199771681502334e+00,-3.964288418069930486e+01
-3.016994797572666531e+00,-2.043144941592456121e+01
-2.996930975358026217e+00,-3.535999832823222278e-02
-3.010858658370963781e+00,1.999641206306925056e+01
-3.143028390825743479e+00,2.792142662531495745e+01
-2.541328608638788289e+00,3.647258261985508199e+01
-4.297123957333851330e+00,4.206235861270756260e+01
-1.057108355145411061e+01,4.693625808851559356e+01
-1.869892121738454449e+01,4.671457833400575765e+01
-2.564557198367770496e+01,4.688781605175282863e+01
-3.393843677595943831e+01,4.688392993477740589e+01
-4.068175530827771524e+01,4.664301512328859900e+01
-4.508837671979028983e+01,4.339727645524539668e+01
-4.693891612701536786e+01,3.940518335903608005e+01
-4.700300933457190666e+01,3.021784068643490428e+01
-4.710603837482561573e+01,2.242615170972954530e+01
-4.619196652835547923e+01,1.880443733456124988e+01
-4.492370375452131270e+01,1.767717011984210274e+01
-4.344855320820595779e+01,1.937741961955038761e+01
-4.264955784779572667e+01,2.163620678077308668e+01
-4.318193557228928370e+01,2.784889799560074408e+01
-3.794120910115985623e+01,4.112725866037360589e+01
-3.078434582548342391e+01,4.379825529234447146e+01
-2.297368527447563480e+01,4.094411012228986380e+01
-1.651887272676336949e+01,3.593070149116295653e+01
-1.068287111465395434e+01,2.905975338677232145e+01
-7.195450916298281818e+00,2.264646276895243915e+01
-5.416495820421705076e+00,1.536809562731797030e+01
-6.489572065174549209e+00,1.006471912325780238e+01
-9.398404476468737556e+00,6.005132240711219538e+00
-1.421072138712719024e+01,1.313244797079008208e+00
-1.924249878868950958e+01,-4.628505853402586467e+00
-2.105823092639625216e+01,-9.819453816035498050e+00
-2.471234559372678063e+01,-1.450702742541511725e+01
-2.897855009477191501e+01,-1.836886227998604681e+01
-3.304527834036775147e+01,-2.263005064600278260e+01
-3.706713159129587609e+01,-2.681168359846610016e+01
-4.098481373196324995e+01,-3.066684606351320497e+01
-4.601457758849569757e+01,-3.495143667483789329e+01
-4.709017872321189202e+01,-3.656068015845825414e+01
-4.726306305245149275e+01,-3.772293464644981498e+01
-4.688023481914385826e+01,-4.298635013632876678e+01
-4.707978668201523931e+01,-4.857740928101275557e+01
-4.687452844844656141e+01,-5.058024431333076620e+01
-4.547320457044478559e+01,-5.319913887069562719e+01
-4.282720942396376529e+01,-5.596265685996493744e+01
-3.881760258574199440e+01,-5.754073808482011998e+01
-3.342780812332509299e+01,-5.753613095872033512e+01
-2.730035183714893776e+01,-5.741732331961644320e+01
-2.222841097711530622e+01,-5.743506136612531776e+01
-1.614528451630032535e+01,-5.635798982900535492e+01
-1.253872293811397398e+01,-5.454633830933503447e+01
-8.504597408782432311e+00,-5.102833315338656917e+01
-5.664607544952194651e+00,-4.737694130942956150e+01
-3.712981014419210801e+00,-4.333975459171300315e+01
