0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.182758620689655871e+00
0.000000000000000000e+00,1.036551724137931174e+01
0.000000000000000000e+00,1.554827586206896761e+01
0.000000000000000000e+00,2.073103448275862348e+01
0.000000000000000000e+00,2.591379310344827758e+01
0.000000000000000000e+00,3.109655172413793522e+01
0.000000000000000000e+00,3.627931034482759287e+01
0.000000000000000000e+00,4.146206896551724697e+01
0.000000000000000000e+00,4.664482758620690106e+01
0.000000000000000000e+00,5.182758620689655515e+01
0.000000000000000000e+00,5.701034482758621635e+01
0.000000000000000000e+00,6.219310344827587045e+01
0.000000000000000000e+00,6.737586206896553165e+01
0.000000000000000000e+00,7.255862068965518574e+01
0.000000000000000000e+00,7.774137931034483984e+01
0.000000000000000000e+00,8.292413793103449393e+01
0.000000000000000000e+00,8.810689655172414803e+01
0.000000000000000000e+00,9.328965517241380212e+01
0.000000000000000000e+00,9.847241379310345621e+01
0.000000000000000000e+00,1.036551724137931103e+02
0.000000000000000000e+00,1.088379310344827786e+02
0.000000000000000000e+00,1.140206896551724327e+02
0.000000000000000000e+00,1.192034482758620868e+02
0.000000000000000000e+00,1.243862068965517409e+02
0.000000000000000000e+00,1.295689655172413950e+02
0.000000000000000000e+00,1.347517241379310633e+02
0.000000000000000000e+00,1.399344827586207032e+02
0.000000000000000000e+00,1.451172413793103715e+02
0.000000000000000000e+00,1.503000000000000114e+02
