cone_type,X,Y,Z,std_X,std_Y,std_Z,right,left
blue,-1.8197363563262463,0.16663458087050242,0.0,0.0,0.0,0.0,0,1
blue,12.490275769339041,-5.053271174847934,0.0,0.0,0.0,0.0,0,1
blue,-1.6631090204043837,-1.9160012923083667,0.0,0.0,0.0,0.0,0,1
blue,10.920910702597165,-6.092316516954965,0.0,0.0,0.0,0.0,0,1
blue,-1.142445011218189,-3.8850070207568574,0.0,0.0,0.0,0.0,0,1
blue,9.430885324870943,-7.03284651795851,0.0,0.0,0.0,0.0,0,1
blue,0.16146469597054136,-5.435571636411106,0.0,0.0,0.0,0.0,0,1
blue,7.6815463945186835,-7.366596161441023,0.0,0.0,0.0,0.0,0,1
blue,6.029158567591985,-7.3546687109857105,0.0,0.0,0.0,0.0,0,1
blue,2.0354358835748623,-6.586082791114731,0.0,0.0,0.0,0.0,0,1
blue,4.113602464854318,-7.186303918621888,0.0,0.0,0.0,0.0,0,1
blue,-1.8396356679874,1.6655488213584368,0.0,0.0,0.0,0.0,0,1
blue,14.490353972016303,-1.415841246560916,0.0,0.0,0.0,0.0,0,1
blue,15.107651003318773,6.757798874315215,0.0,0.0,0.0,0.0,0,1
blue,-1.2281698519730815,11.832830017250005,0.0,0.0,0.0,0.0,0,1
blue,15.046719528917624,9.113656222173985,0.0,0.0,0.0,0.0,0,1
blue,-1.9636196660658136,13.57059244946215,0.0,0.0,0.0,0.0,0,1
blue,-2.8609596139481885,15.320339657797964,0.0,0.0,0.0,0.0,0,1
blue,14.950248583637364,11.58972111022097,0.0,0.0,0.0,0.0,0,1
blue,-3.5348896077999092,17.39986469220402,0.0,0.0,0.0,0.0,0,1
blue,14.890229842507901,14.01619350473839,0.0,0.0,0.0,0.0,0,1
blue,-3.929547468705049,19.245581956020718,0.0,0.0,0.0,0.0,0,1
blue,14.850047082521636,16.71258615489538,0.0,0.0,0.0,0.0,0,1
blue,-3.584264871818712,21.051610136609064,0.0,0.0,0.0,0.0,0,1
blue,-2.8499643875257497,22.740520021820227,0.0,0.0,0.0,0.0,0,1
blue,14.7837261826787,19.23224172110669,0.0,0.0,0.0,0.0,0,1
blue,-2.402885574880498,24.55290899306484,0.0,0.0,0.0,0.0,0,1
blue,14.753327257602619,21.77154945121218,0.0,0.0,0.0,0.0,0,1
blue,-2.383152504869803,26.361216648191366,0.0,0.0,0.0,0.0,0,1
blue,-3.038228758029775,27.940722456445226,0.0,0.0,0.0,0.0,0,1
blue,14.70481388225648,24.302878243698693,0.0,0.0,0.0,0.0,0,1
blue,-4.043134071961331,29.827585407442704,0.0,0.0,0.0,0.0,0,1
blue,14.667180185825845,26.3306896700062,0.0,0.0,0.0,0.0,0,1
blue,-2.1965280481053693,4.551762620322141,0.0,0.0,0.0,0.0,0,1
blue,-4.845752813602886,32.22903128023025,0.0,0.0,0.0,0.0,0,1
blue,14.703849221378556,28.836987331187903,0.0,0.0,0.0,0.0,0,1
blue,-4.919230230351753,34.36666029662202,0.0,0.0,0.0,0.0,0,1
blue,14.673554196433807,31.54599589106888,0.0,0.0,0.0,0.0,0,1
blue,-4.831788055850671,36.59399149630819,0.0,0.0,0.0,0.0,0,1
blue,14.679530981578411,33.45907054897541,0.0,0.0,0.0,0.0,0,1
blue,-4.863213165553874,38.31351601869795,0.0,0.0,0.0,0.0,0,1
blue,-4.732989766889353,40.4398052382019,0.0,0.0,0.0,0.0,0,1
blue,14.73518583023917,36.16275577721743,0.0,0.0,0.0,0.0,0,1
blue,15.082606471159794,0.9708549823994592,0.0,0.0,0.0,0.0,0,1
blue,-4.3833120514107184,42.430209022030176,0.0,0.0,0.0,0.0,0,1
blue,14.772480667494387,38.96023430010904,0.0,0.0,0.0,0.0,0,1
blue,-3.8693675121706024,44.45626444756364,0.0,0.0,0.0,0.0,0,1
blue,14.807679514265361,41.08589772356486,0.0,0.0,0.0,0.0,0,1
blue,-2.9937750123309863,46.62294655837425,0.0,0.0,0.0,0.0,0,1
blue,14.847312733321973,44.10069862102803,0.0,0.0,0.0,0.0,0,1
blue,-1.9431968982203311,48.50727133917114,0.0,0.0,0.0,0.0,0,1
blue,14.538491550474744,46.07077478713878,0.0,0.0,0.0,0.0,0,1
blue,-0.8125364682153724,50.023375605576305,0.0,0.0,0.0,0.0,0,1
blue,13.611601546340978,47.81593101549944,0.0,0.0,0.0,0.0,0,1
blue,0.13543457618335134,51.09980746129287,0.0,0.0,0.0,0.0,0,1
blue,-2.0203670455409912,6.329195404398788,0.0,0.0,0.0,0.0,0,1
blue,12.18460474325583,49.25007266728823,0.0,0.0,0.0,0.0,0,1
blue,1.6678258096599108,52.11889351662943,0.0,0.0,0.0,0.0,0,1
blue,10.657626635152624,50.5989606186547,0.0,0.0,0.0,0.0,0,1
blue,3.069733147729346,52.7072089408506,0.0,0.0,0.0,0.0,0,1
blue,8.963611241966529,51.83023078559154,0.0,0.0,0.0,0.0,0,1
blue,4.916418307117314,52.89014491037586,0.0,0.0,0.0,0.0,0,1
blue,6.997122256735374,52.5739617743124,0.0,0.0,0.0,0.0,0,1
blue,15.179335833969386,2.7830821808333797,0.0,0.0,0.0,0.0,0,1
blue,-1.54362620734927,8.056114604656658,0.0,0.0,0.0,0.0,0,1
blue,15.132807719651181,4.645007458481474,0.0,0.0,0.0,0.0,0,1
blue,-1.136970096356171,9.950018855777198,0.0,0.0,0.0,0.0,0,1
yellow,9.049833244979865,-2.337988998518241,0.0,0.0,0.0,0.0,1,0
yellow,7.565143602497079,-2.91828216084062,0.0,0.0,0.0,0.0,1,0
yellow,2.7644848727662303,-2.119730025592612,0.0,0.0,0.0,0.0,1,0
yellow,5.955239751500539,-3.226747500642903,0.0,0.0,0.0,0.0,1,0
yellow,4.276571462893082,-3.0527045959262615,0.0,0.0,0.0,0.0,1,0
yellow,1.7233273232646609,-0.13105139313402103,0.0,0.0,0.0,0.0,1,0
yellow,10.248741792390236,-1.3019147672763163,0.0,0.0,0.0,0.0,1,0
yellow,1.4287122336559093,1.6358714085613588,0.0,0.0,0.0,0.0,1,0
yellow,2.506954581781349,10.47602397016813,0.0,0.0,0.0,0.0,1,0
yellow,11.943734271565454,8.736298906287717,0.0,0.0,0.0,0.0,1,0
