# x,y,right_width,left_width
5.516315383378848480e+01,-1.026642012872385834e+01,1.500000000000000000e+00,1.500000000000000000e+00
5.528871457754961227e+01,-1.152930411136401290e+01,1.500000000000000000e+00,1.500000000000000000e+00
5.566168487143143295e+01,-1.267503060986332031e+01,1.500000000000000000e+00,1.500000000000000000e+00
5.626807234576760663e+01,-1.370307858071784324e+01,1.500000000000000000e+00,1.500000000000000000e+00
5.708030364182890537e+01,-1.462604790598853555e+01,1.500000000000000000e+00,1.500000000000000000e+00
5.807080540088597331e+01,-1.545653846773633688e+01,1.500000000000000000e+00,1.500000000000000000e+00
5.921200426420962515e+01,-1.620715014802222598e+01,1.500000000000000000e+00,1.500000000000000000e+00
6.047632687307043398e+01,-1.689048282890711405e+01,1.500000000000000000e+00,1.500000000000000000e+00
6.183619986873922869e+01,-1.751913639245198695e+01,1.500000000000000000e+00,1.500000000000000000e+00
6.326404989248668187e+01,-1.810571072071778076e+01,1.500000000000000000e+00,1.500000000000000000e+00
6.473230358558352293e+01,-1.866280569576544579e+01,1.500000000000000000e+00,1.500000000000000000e+00
6.621338758930046708e+01,-1.920302119965593945e+01,1.500000000000000000e+00,1.500000000000000000e+00
6.767972854490822954e+01,-1.973895711445021206e+01,1.500000000000000000e+00,1.500000000000000000e+00
6.910375309367751129e+01,-2.028321332220921036e+01,1.500000000000000000e+00,1.500000000000000000e+00
7.045788787687902754e+01,-2.084838970499389532e+01,1.500000000000000000e+00,1.500000000000000000e+00
7.171455953578355036e+01,-2.144708614486521370e+01,1.500000000000000000e+00,1.500000000000000000e+00
7.284619471166169546e+01,-2.209190252388410514e+01,1.500000000000000000e+00,1.500000000000000000e+00
7.382522004578426333e+01,-2.279543872411154126e+01,1.500000000000000000e+00,1.500000000000000000e+00
7.462406217942192654e+01,-2.357029462760845462e+01,1.500000000000000000e+00,1.500000000000000000e+00
7.521514775384540030e+01,-2.442907011643580972e+01,1.500000000000000000e+00,1.500000000000000000e+00
7.557090341032542824e+01,-2.538436507265455333e+01,1.500000000000000000e+00,1.500000000000000000e+00
7.566464789638479260e+01,-2.644799465858698895e+01,1.500000000000000000e+00,1.500000000000000000e+00
7.549501069454755964e+01,-2.760951005924482260e+01,1.500000000000000000e+00,1.500000000000000000e+00
7.508892081704874499e+01,-2.883356946118080799e+01,1.500000000000000000e+00,1.500000000000000000e+00
7.447479947677807388e+01,-3.008351847264757595e+01,1.500000000000000000e+00,1.500000000000000000e+00
7.368106788662538520e+01,-3.132270270189776795e+01,1.500000000000000000e+00,1.500000000000000000e+00
7.273614725948038995e+01,-3.251446775718402193e+01,1.500000000000000000e+00,1.500000000000000000e+00
7.166845880823292703e+01,-3.362215924675895451e+01,1.500000000000000000e+00,1.500000000000000000e+00
