# x,y,right_width,left_width
0.000000000000000000e+00,-1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,-4.499999999999999556e-01,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,6.000000000000000888e-01,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.650000000000000355e+00,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,2.700000000000000178e+00,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,3.750000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,4.800000000000000711e+00,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,5.850000000000000533e+00,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,6.900000000000000355e+00,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,7.950000000000001066e+00,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,9.000000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
2.009618943233419941e-01,9.750000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
7.499999999999996669e-01,1.029903810567665801e+01,1.500000000000000000e+00,1.500000000000000000e+00
1.500000000000000000e+00,1.050000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
2.250000000000000000e+00,1.070096189432334199e+01,1.500000000000000000e+00,1.500000000000000000e+00
2.799038105676658006e+00,1.125000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
3.000000000000000000e+00,1.200000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
3.000000000000000000e+00,1.290000000000000036e+01,1.500000000000000000e+00,1.500000000000000000e+00
3.000000000000000000e+00,1.380000000000000071e+01,1.500000000000000000e+00,1.500000000000000000e+00
3.000000000000000000e+00,1.469999999999999929e+01,1.500000000000000000e+00,1.500000000000000000e+00
3.000000000000000000e+00,1.559999999999999964e+01,1.500000000000000000e+00,1.500000000000000000e+00
3.000000000000000000e+00,1.650000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
3.000000000000000000e+00,1.739999999999999858e+01,1.500000000000000000e+00,1.500000000000000000e+00
3.000000000000000000e+00,1.830000000000000071e+01,1.500000000000000000e+00,1.500000000000000000e+00
3.000000000000000000e+00,1.919999999999999929e+01,1.500000000000000000e+00,1.500000000000000000e+00
3.000000000000000000e+00,2.010000000000000142e+01,1.500000000000000000e+00,1.500000000000000000e+00
3.000000000000000000e+00,2.100000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
2.853169548885460483e+00,2.192705098312484324e+01,1.500000000000000000e+00,1.500000000000000000e+00
2.427050983124842354e+00,2.276335575687742008e+01,1.500000000000000000e+00,1.500000000000000000e+00
1.763355756877419411e+00,2.342705098312484324e+01,1.500000000000000000e+00,1.500000000000000000e+00
9.270509831248423538e-01,2.385316954888546093e+01,1.500000000000000000e+00,1.500000000000000000e+00
1.836970198721029688e-16,2.400000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
-9.270509831248420207e-01,2.385316954888546093e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.763355756877419189e+00,2.342705098312484324e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.427050983124841910e+00,2.276335575687742008e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.853169548885460483e+00,2.192705098312484324e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.000000000000000000e+00,2.100000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.000000000000000000e+00,2.000000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.000000000000000000e+00,1.900000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.000000000000000000e+00,1.800000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.086466238185463062e+00,1.712209355092742413e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.342542103699210010e+00,1.627792455435709584e+01,1.500000000000000000e+00,1.500000000000000000e+00
-3.758386744638546606e+00,1.549993395141179064e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.318019484660535312e+00,1.481801948466053531e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.999933951411789756e+00,1.425838674463854616e+01,1.500000000000000000e+00,1.500000000000000000e+00
-5.777924554357095843e+00,1.384254210369920912e+01,1.500000000000000000e+00,1.500000000000000000e+00
-6.622093550927422356e+00,1.358646623818546217e+01,1.500000000000000000e+00,1.500000000000000000e+00
-7.500000000000000000e+00,1.350000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
-8.377906449072577644e+00,1.341353376181453783e+01,1.500000000000000000e+00,1.500000000000000000e+00
-9.222075445642904157e+00,1.315745789630079088e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.000006604858820936e+01,1.274161325536145384e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.068198051533946469e+01,1.218198051533946469e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.124161325536145384e+01,1.150006604858820936e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.165745789630079088e+01,1.072207544564290416e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.191353376181453783e+01,9.877906449072579420e+00,1.500000000000000000e+00,1.500000000000000000e+00
-1.200000000000000000e+01,9.000000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
-1.200000000000000000e+01,8.125000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
-1.200000000000000000e+01,7.250000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
-1.200000000000000000e+01,6.375000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
-1.200000000000000000e+01,5.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
-1.200000000000000000e+01,4.625000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
-1.200000000000000000e+01,3.750000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
-1.200000000000000000e+01,2.875000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
-1.200000000000000000e+01,2.000000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
-1.200000000000000000e+01,1.125000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
-1.200000000000000000e+01,2.500000000000000000e-01,1.500000000000000000e+00,1.500000000000000000e+00
-1.200000000000000000e+01,-6.250000000000000000e-01,1.500000000000000000e+00,1.500000000000000000e+00
-1.200000000000000000e+01,-1.500000000000000444e+00,1.500000000000000000e+00,1.500000000000000000e+00
-1.191353376181453783e+01,-2.377906449072578532e+00,1.500000000000000000e+00,1.500000000000000000e+00
-1.165745789630079088e+01,-3.222075445642904601e+00,1.500000000000000000e+00,1.500000000000000000e+00
-1.124161325536145384e+01,-4.000066048588209355e+00,1.500000000000000000e+00,1.500000000000000000e+00
-1.068198051533946469e+01,-4.681980515339464688e+00,1.500000000000000000e+00,1.500000000000000000e+00
-1.000006604858820936e+01,-5.241613255361454726e+00,1.500000000000000000e+00,1.500000000000000000e+00
-9.222075445642904157e+00,-5.657457896300789990e+00,1.500000000000000000e+00,1.500000000000000000e+00
-8.377906449072577644e+00,-5.913533761814536938e+00,1.500000000000000000e+00,1.500000000000000000e+00
-7.500000000000000000e+00,-6.000000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
-6.750000000000000000e+00,-6.000000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
-6.000000000000000000e+00,-6.000000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
-5.250000000000000000e+00,-6.000000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.500000000000000000e+00,-6.000000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
-3.498655797196585038e+00,-5.887175604818206232e+00,1.500000000000000000e+00,1.500000000000000000e+00
-2.547523173970988264e+00,-5.554359905560886546e+00,1.500000000000000000e+00,1.500000000000000000e+00
-1.694295891635698936e+00,-5.018241671106133950e+00,1.500000000000000000e+00,1.500000000000000000e+00
-9.817583288938660502e-01,-4.305704108364301064e+00,1.500000000000000000e+00,1.500000000000000000e+00
-4.456400944391134544e-01,-3.452476826029011292e+00,1.500000000000000000e+00,1.500000000000000000e+00
-1.128243951817937685e-01,-2.501344202803414518e+00,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,-1.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
