X_center,Y_center,X_left,Y_left,X_right,Y_right
0.0,0.0,-1.5,0.0,1.5,0.0
0.0,1.5,-1.5,4.993757793029572,1.5,4.993757793029572
0.0,3.0,19.75,14.999999999999998,16.75,14.999999999999998
0.0,4.5,18.94122003293242,10.933988531120914,16.16958143539856,12.082038828216186
0.0,6.0,16.638009550107068,7.4869904498929305,14.516689206547424,9.608310793452574
0.0,7.5,13.191011468879081,5.183779967067579,12.042961171783812,7.955418564601439
0.0,9.0,9.124999999999998,4.375,9.124999999999998,7.375
0.0,10.5,5.0589885311209155,5.183779967067581,6.207038828216186,7.95541856460144
0.0,12.0,1.6119904498929305,7.486990449892933,3.733310793452574,9.608310793452576
0.0,13.5,1.6119904498929332,22.513009550107068,2.0804185646014384,12.082038828216191
18.25,14.999999999999998,5.058988531120917,24.81622003293242,1.5,15.000000000000002
18.050596856695975,13.10280582128794,9.125,25.625,2.0804185646014384,17.91796117178381
17.461102300988735,11.288528131933324,13.191011468879083,24.81622003293242,3.733310793452576,20.391689206547426
16.507280073671396,9.636459572831182,16.638009550107068,22.513009550107068,6.207038828216188,22.044581435398563
15.230816783024578,8.218803467518773,18.94122003293242,19.066011468879083,9.125,22.625
13.6875,7.097518190466998,-1.5,15.0,12.042961171783812,22.04458143539856
11.944780073671394,6.321609288806723,-2.0804185646014384,17.91796117178381,14.516689206547426,20.391689206547426
10.078822227317342,5.924987704764506,-3.733310793452575,20.391689206547426,16.169581435398563,17.917961171783812
8.171177772682663,5.924987704764506,-6.20703882821619,22.044581435398563,-1.6119904498929323,22.513009550107068
6.305219926328603,6.321609288806725,-9.125,22.625,-5.058988531120921,24.81622003293242
4.562500000000003,7.097518190466996,-12.042961171783809,22.044581435398563,-9.125,25.625
3.01918321697542,8.218803467518779,-14.516689206547424,20.391689206547426,-13.19101146887908,24.81622003293242
1.7427199263286042,9.636459572831184,-16.169581435398563,17.91796117178381,-16.638009550107068,22.513009550107068
0.788897699011267,11.288528131933322,-16.75,15.000000000000002,-18.94122003293242,19.06601146887908
0.19940314330402487,13.102805821287944,-16.169581435398563,12.082038828216191,-19.75,15.000000000000002
0.0,15.000000000000002,-14.516689206547426,9.608310793452576,-18.94122003293242,10.933988531120923
0.1994031433040231,16.897194178712052,-12.042961171783814,7.95541856460144,-16.63800955010707,7.486990449892933
0.7888976990112653,18.711471868066674,-9.125000000000002,7.375,-13.191011468879084,5.183779967067581
1.742719926328606,20.363540427168818,-6.207038828216189,7.955418564601439,-9.125000000000002,4.375
3.019183216975419,21.78119653248122,-3.733310793452576,9.608310793452574,-5.058988531120919,5.183779967067579
4.562499999999999,22.902481809533,-2.08041856460144,12.082038828216186,-1.6119904498929332,7.4869904498929305
6.305219926328606,23.678390711193277,-1.5,26.674989609293903,1.5,26.674989609293903
8.171177772682658,24.075012295235496,-1.5,33.33749480464695,1.5,33.33749480464695
10.078822227317335,24.075012295235496,-1.5,40.0,1.5,40.0
11.944780073671396,23.678390711193273,,,,
13.687499999999996,22.902481809533004,,,,
15.23081678302458,21.781196532481225,,,,
16.507280073671396,20.363540427168818,,,,
17.46110230098873,18.71147186806668,,,,
18.050596856695975,16.897194178712056,,,,
0.0,15.0,,,,
-0.1994031433040231,16.897194178712052,,,,
-0.788897699011267,18.711471868066678,,,,
-1.7427199263286042,20.363540427168818,,,,
-3.019183216975417,21.78119653248122,,,,
-4.562499999999999,22.902481809533,,,,
-6.305219926328604,23.678390711193273,,,,
-8.171177772682661,24.075012295235496,,,,
-10.078822227317337,24.075012295235496,,,,
-11.944780073671394,23.678390711193277,,,,
-13.687499999999998,22.902481809533004,,,,
-15.23081678302458,21.781196532481225,,,,
-16.507280073671396,20.363540427168818,,,,
-17.46110230098873,18.711471868066678,,,,
-18.050596856695975,16.89719417871206,,,,
-18.25,15.000000000000002,,,,
-18.050596856695975,13.102805821287948,,,,
-17.461102300988735,11.288528131933326,,,,
-16.507280073671396,9.636459572831184,,,,
-15.230816783024583,8.218803467518779,,,,
-13.687500000000004,7.0975181904669995,,,,
-11.944780073671396,6.321609288806725,,,,
-10.078822227317344,5.924987704764506,,,,
-8.171177772682666,5.924987704764506,,,,
-6.305219926328606,6.321609288806723,,,,
-4.562500000000006,7.097518190466994,,,,
-3.0191832169754225,8.218803467518773,,,,
-1.742719926328606,9.636459572831182,,,,
-0.7888976990112706,11.288528131933317,,,,
-0.19940314330402487,13.10280582128794,,,,
0.0,17.5,,,,
0.0,20.0,,,,
0.0,22.5,,,,
0.0,25.0,,,,
0.0,27.5,,,,
0.0,30.0,,,,
0.0,32.5,,,,
0.0,35.0,,,,
0.0,37.5,,,,
0.0,40.0,,,,
