# x,y,right_width,left_width
0.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,3.750000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,7.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.125000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.500000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,1.875000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,2.250000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,2.625000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
0.000000000000000000e+00,3.000000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
-5.709035061653491283e-01,3.287012574273817478e+01,1.500000000000000000e+00,1.500000000000000000e+00
-2.196699141100893371e+00,3.530330085889910663e+01,1.500000000000000000e+00,1.500000000000000000e+00
-4.629874257261826109e+00,3.692909649383464910e+01,1.500000000000000000e+00,1.500000000000000000e+00
-7.499999999999999112e+00,3.750000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.037012574273817300e+01,3.692909649383464910e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.280330085889910663e+01,3.530330085889910663e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.442909649383465087e+01,3.287012574273817478e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.500000000000000000e+01,3.000000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.500000000000000000e+01,2.625000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.500000000000000000e+01,2.250000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.500000000000000000e+01,1.875000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.500000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.500000000000000000e+01,1.125000000000000000e+01,1.500000000000000000e+00,1.500000000000000000e+00
-1.500000000000000000e+01,7.500000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
-1.500000000000000000e+01,3.750000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
-1.500000000000000000e+01,0.000000000000000000e+00,1.500000000000000000e+00,1.500000000000000000e+00
